"_type","email","source"
"EmailItem","webmaster@manualslib.com","https://www.manualslib.com/privacy.html"
"EmailItem","acmhelp@acm.org","https://www.acm.org"
"EmailItem","service@t-nation.com","https://www.t-nation.com/support/privacy-policy"
"EmailItem","articles@t-nation.com","https://www.t-nation.com/support/privacy-policy"
"EmailItem","fb@t-nation.com","https://www.t-nation.com/support/privacy-policy"
"EmailItem","ads@t-nation.com","https://www.t-nation.com/support/privacy-policy"
"EmailItem","privacy@360safe.com","http://www.360totalsecurity.com/en/privacy/"
"EmailItem","support@360safe.com","http://www.360totalsecurity.com/en/privacy/"
"EmailItem","partnership@360safe.com","http://www.360totalsecurity.com/en/privacy/"
"EmailItem","privacy@tver.jp","https://tver.jp/info/privacy.html"
"EmailItem","support@solvusoft.com","https://www.solvusoft.com/en/privacy/"
"EmailItem","privacyinquiry@zulily.com","https://www.zulily.com/privacy-practices"
"EmailItem","privacyinquiry@zulily.com","https://www.zulily.com/privacy-practices/?"
"EmailItem","euprivacy@angel.co","https://www.producthunt.com/privacy"
"EmailItem","hello@producthunt.com","https://www.producthunt.com/privacy"
"EmailItem","support@c-sharpcorner.com","https://www.c-sharpcorner.com/privacypolicy.aspx"
"EmailItem","support@worktile.com","https://worktile.com/privacy"
"EmailItem","privacy@sonyusa.com","https://www.sony.com/privacy-policy.html"
"EmailItem","support@thesimsresouce.com","http://test.thesimsresource.com/helpcenter/privacy"
"EmailItem","websupport@colorado.edu","https://www.colorado.edu/policies/privacy-statement"
"EmailItem","legal@planetromeo.com","https://www.planetromeo.com/en/privacy/"
"EmailItem","support@planetromeo.com","https://www.planetromeo.com/en/privacy/"
"EmailItem","dpo@trafficfactory.com","https://main.trafficfactory.biz/privacy-policy"
"EmailItem","dpo@trafficfactory.com","https://main.trafficfactory.biz/privacy-policy"
"EmailItem","legalnotice@yinxiang.com","https://www.yinxiang.com/legal/privacy.php"
"EmailItem","legale@gedi.it","https://login.kataweb.it/static/privacy/"
"EmailItem","privacy@gedidigital.it","https://login.kataweb.it/static/privacy/"
"EmailItem","dpo@gedi.it","https://login.kataweb.it/static/privacy/"
"EmailItem","dataprivacy@raspberrypi.org","https://www.raspberrypi.org/privacy/"
"EmailItem","dataprotection@raspberrypi.org","https://www.raspberrypi.org/privacy/"
"EmailItem","dataprotection@raspberrypi.org","https://www.raspberrypi.org/privacy/"
"EmailItem","d228a2075e31456ba68cf45963ecfec6@sentry.io","https://www.raspberrypi.org/privacy/"
"EmailItem","privacy@marriott.com","https://www.starwoodhotels.com/preferredguest/legal/privacy.html"
"EmailItem","marriottdpo@marriott.com","https://www.starwoodhotels.com/preferredguest/legal/privacy.html"
"EmailItem","privacy@marriott.com","https://www.starwoodhotels.com/preferredguest/legal/privacy.html"
"EmailItem","support@inbox.lv","http://help.inbox.lv/?keyword=privacy_policy"
"EmailItem","privacy@ufl.edu","http://privacy.ufl.edu/privacy-policies-and-procedures/onlineinternet-privacy-statement/"
"EmailItem","team@translit.net","https://translit.net/info/privacy/"
"EmailItem","info@fos.org.au","https://www.nab.com.au/common/privacy-policy"
"EmailItem","enquiries@oaic.gov.au","https://www.nab.com.au/common/privacy-policy"
"EmailItem","feedback@nab.com.au","https://www.nab.com.au/common/privacy-policy"
"EmailItem","info@sct.gov.au","https://www.nab.com.au/common/privacy-policy"
"EmailItem","marketing@templatemonster.com","https://www.templatemonster.com/privacy-policy.php"
"EmailItem","reviews@templatemonster.com","https://www.templatemonster.com/privacy-policy.php"
"EmailItem","contact@templatemonster.com","https://www.templatemonster.com/privacy-policy.php"
"EmailItem","unsubscribe@templatemonster.com","https://www.templatemonster.com/privacy-policy.php"
"EmailItem","privacy@templatemonster.com","https://www.templatemonster.com/privacy-policy.php"
"EmailItem","foiadmin@channel4.co.uk","http://www.channel4.com/4viewers/privacy"
"EmailItem","dataprotection@channel4.co.uk","http://www.channel4.com/4viewers/privacy"
"EmailItem","brokenlink@moneysavingexpert.com","https://www.moneysavingexpert.com/site/privacy-policy"
"EmailItem","datarequest@moneysavingexpert.com","https://www.moneysavingexpert.com/site/privacy-policy"
"EmailItem","userrelations@moneysavingexpert.com","https://www.moneysavingexpert.com/site/privacy-policy"
"EmailItem","datarequest@moneysavingexpert.com","https://www.moneysavingexpert.com/site/privacy-policy"
"EmailItem","your@email.com","https://www.rapidtables.com/about/privacy.html"
"EmailItem","privacy@poki.com","http://company.poki.com/privacy-policy/"
"EmailItem","privacy@poki.com","http://company.poki.com/privacy-policy/"
"EmailItem","privacy@luc.id","https://samplicio.us/s/privacy-policy"
"EmailItem","spam@ebay.com","https://pages.ebay.com.hk/help/policies/privacy-policy.html"
"EmailItem","privacy.office@ebay.com","https://pages.ebay.com.hk/help/policies/privacy-policy.html"
"EmailItem","spoof@ebay.com","https://pages.ebay.com.hk/help/policies/privacy-policy.html"
"EmailItem","privacy@rackspace.com","https://www.rackspace.com/information/legal/privacycenter"
"EmailItem","comply@bu.edu","http://www.bu.edu/policies/information-security-home/digital-privacy-statement/"
"EmailItem","policy@bu.edu","http://www.bu.edu/policies/information-security-home/digital-privacy-statement/"
"EmailItem","infosec@bu.edu","http://www.bu.edu/policies/information-security-home/digital-privacy-statement/"
"EmailItem","info@russia.tv","http://russia.tv/privacy/"
"EmailItem","media@vgtrk.com","http://russia.tv/privacy/"
"EmailItem","privacy@vidto.me","http://vidto.me/privacy.html"
"EmailItem","privacy@vidto.me","http://vidto.me/privacy.html"
"EmailItem","privacy-statement@qvc.com","http://www.qvc.com/content/information/privacy-statement.html"
"EmailItem","privacy@jetblue.com","https://www.jetblue.com/legal/privacy/"
"EmailItem","media@nhschoices.nhs.uk","https://www.nhs.uk/aboutNHSChoices/aboutnhschoices/termsandconditions/Pages/Privacypolicy.aspx"
"EmailItem","enquiries@nhsdigital.nhs.uk","https://www.nhs.uk/aboutNHSChoices/aboutnhschoices/termsandconditions/Pages/Privacypolicy.aspx"
"EmailItem","support@enotes.com","https://www.enotes.com/help/privacy"
"EmailItem","support@enotes.com","https://www.enotes.com/help/privacy"
"EmailItem","questions@themuse.com","https://www.themuse.com/user/privacy"
"EmailItem","privacy@themuse.com","https://www.themuse.com/user/privacy"
"EmailItem","support@aftership.com","https://www.aftership.com/privacy"
"EmailItem","hello@coingecko.com","https://www.coingecko.com/en/privacy"
"EmailItem","admin@denofgeek.us","http://www.denofgeek.com/us/content/privacy-notice"
"EmailItem","csadvocate@globe.com","https://www.bostonglobe.com/tools/help/privacy"
"EmailItem","support@bostonglobe.com","https://www.bostonglobe.com/tools/help/privacy"
"EmailItem","feedback@boston.com","https://www.bostonglobe.com/tools/help/privacy"
"EmailItem","csadvocate@globe.com","http://www.bostonglobe.com/tools/help/privacy?p1=BGFooter&p1=BGFooter"
"EmailItem","support@bostonglobe.com","http://www.bostonglobe.com/tools/help/privacy?p1=BGFooter&p1=BGFooter"
"EmailItem","feedback@boston.com","http://www.bostonglobe.com/tools/help/privacy?p1=BGFooter&p1=BGFooter"
"EmailItem","query.dpo@ynap.com","https://www.net-a-porter.com/de/en/Help/PrivacyPolicy"
"EmailItem","privacy@net-a-porter.com","https://www.net-a-porter.com/de/en/Help/PrivacyPolicy"
"EmailItem","customercare@mrporter.com","https://www.net-a-porter.com/de/en/Help/PrivacyPolicy"
"EmailItem","20privacy@net-a-porter.com","https://www.net-a-porter.com/de/en/Help/PrivacyPolicy"
"EmailItem","customercare@theoutnet.com","https://www.net-a-porter.com/de/en/Help/PrivacyPolicy"
"EmailItem","customercare@net-a-porter.com","https://www.net-a-porter.com/de/en/Help/PrivacyPolicy"
"EmailItem","copyright@sbs.co.kr","http://w3.sbs.co.kr/cs/customerTeenager.do?div=pc_privacy"
"EmailItem","copyright@sbs.co.kr","http://w3.sbs.co.kr/cs/customerPrivacy.do?div=pc_privacy"
"EmailItem","shoosh@shooshtime.com","https://shooshtime.com/privacy/"
"EmailItem","media@keezmovies.com","https://www.keezmovies.com/information"
"EmailItem","dmca@keezmovies.com","https://www.keezmovies.com/information"
"EmailItem","support@keezmovies.com","https://www.keezmovies.com/information"
"EmailItem","dmca@keezmovies.com","https://www.keezmovies.com/information"
"EmailItem","sfo@regnum.ru","https://regnum.ru/information/privacy.html"
"EmailItem","rating@mail.ru","https://regnum.ru/information/privacy.html"
"EmailItem","privacy@council.bbb.org","https://www.bbb.org/en/us/privacy-policy"
"EmailItem","copyright@council.bbb.org","https://www.bbb.org/en/us/privacy-policy"
"EmailItem","californiarequest@viber.com","https://www.viber.com/terms/viber-privacy-policy/"
"EmailItem","privacy@viber.com","https://www.viber.com/terms/viber-privacy-policy/"
"EmailItem","californiarequest@viber.com","https://www.viber.com/terms/viber-privacy-policy/"
"EmailItem","suporte@trabalhosfeitos.com","http://www.trabalhosfeitos.com/privacy.php"
"EmailItem","suporte@trabalhosfeitos.com","http://www.trabalhosfeitos.com/privacy.php"
"EmailItem","privacy@nest.com","https://nest.com/privacy/"
"EmailItem","sample@sample.com","https://www.extendoffice.com/privacy-policy.html"
"EmailItem","privacy@nestlabs.com","https://nest.com/legal/privacy-policy-for-nest-web-sites/"
"EmailItem","dpo@couchsurfing.com","http://www.couchsurfing.com/about/privacy-policy/"
"EmailItem","privacy@couchsurfing.com","http://www.couchsurfing.com/about/privacy-policy/"
"EmailItem","dpo@corp.my.com","http://legal.my.com/us/games/privacy/"
"EmailItem","privacy@wwe.com","https://www.wwe.com/page/privacy-policy"
"EmailItem","wwedpo@wwe.com","https://www.wwe.com/page/privacy-policy"
"EmailItem","privacy@doordash.com","https://www.doordash.com/privacy/"
"EmailItem","privacy@livenation.com","https://www.setlist.fm/help/privacy"
"EmailItem","help@tes.com","https://www.tes.com/terms/privacy-policy"
"EmailItem","privacy@memrise.com","https://www.memrise.com/privacy/"
"EmailItem","8681b87118b74ebf9b3f4713f80b9c5e@errors.memrise.com","https://www.memrise.com/privacy/"
"EmailItem","info@ipc.on.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","foipopro@gov.ns.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","commissioner@oipc.nl.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","generalinfo@oipc.ab.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","privacy@ypg.com","https://www.redflagdeals.com/info/privacy/"
"EmailItem","email.ombudsman@ombudsman.yk.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","mlsmith@gov.pe.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","atippcomm@theedge.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","info@oipc.bc.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","gdickson@oipc.sk.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","cai.communications@cai.gouv.qc.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","nbombud@gnb.ca","https://www.redflagdeals.com/info/privacy/"
"EmailItem","digital@aeroflot.ru","https://www.aeroflot.ru/de-de/information/legal/privacy_policy"
"EmailItem","digital@aeroflot.ru","https://www.aeroflot.ru/de-de/information/legal/privacy_policy"
"EmailItem","privacy@wrike.com","https://www.wrike.com/security/privacy/"
"EmailItem","support@team.wrike.com","https://www.wrike.com/security/privacy/"
"EmailItem","privacy@team.wrike.com","https://www.wrike.com/security/privacy/"
"EmailItem","info@zergnet.com","https://zergnet.com/privacy"
"EmailItem","privacy@zergnet.com","https://zergnet.com/privacy"
"EmailItem","iuhome@iu.edu","https://www.iu.edu/privacy/"
"EmailItem","cevinpl@vh.rqh","https://www.iu.edu/privacy/"
"EmailItem","vhubzr@vh.rqh","https://www.iu.edu/privacy/"
"EmailItem","privacy@iu.edu","https://www.iu.edu/privacy/"
"EmailItem","myprofile@sulekha.net","http://www.sulekha.com/collateral/privacy"
"EmailItem","legal@sulekha.net","http://www.sulekha.com/collateral/privacy"
"EmailItem","you@example.com","http://photobucket.com/privacy"
"EmailItem","support@photobucket.com","http://photobucket.com/privacy"
"EmailItem","privacy@citrix.com","https://www.citrix.com/about/legal/privacy/"
"EmailItem","privacy@sharefile.com","https://www.sharefile.com/privacy-shield"
"EmailItem","kjjack@uwaterloo.ca","https://uwaterloo.ca/privacy/"
"EmailItem","alexandre.dardy@lazada.vn","https://www.lazada.vn/privacy/"
"EmailItem","opt.out@abpdigital.in","https://www.anandabazar.com/privacy?ref=hrscp-Footer"
"EmailItem","careers@abpdigital.in","https://www.anandabazar.com/privacy?ref=hrscp-Footer"
"EmailItem","newsletter.feedback@abpdigital.in","https://www.anandabazar.com/privacy?ref=hrscp-Footer"
"EmailItem","opt-out@abpdigital.in","https://www.anandabazar.com/privacy?ref=hrscp-Footer"
"EmailItem","expresso-support@bepress.com","https://www.elsevier.com/legal/privacy-policy"
"EmailItem","opt.out@abpdigital.in","https://www.anandabazar.com/privacy?ref=hm-Footer"
"EmailItem","careers@abpdigital.in","https://www.anandabazar.com/privacy?ref=hm-Footer"
"EmailItem","newsletter.feedback@abpdigital.in","https://www.anandabazar.com/privacy?ref=hm-Footer"
"EmailItem","opt-out@abpdigital.in","https://www.anandabazar.com/privacy?ref=hm-Footer"
"EmailItem","support@bookmail.org","http://b-ok.xyz/privacy.php"
"EmailItem","privacy@cuny.edu","http://www2.cuny.edu/website/privacy-policy/"
"EmailItem","privacy@mentalfloss.com","https://mentalfloss.com/privacy-policy"
"EmailItem","privacy@mentalfloss.com","https://mentalfloss.com/privacy-policy"
"EmailItem","support@shopee.vn","https://shopee.vn/legaldoc/privacy"
"EmailItem","gdpr@tp-link.com","https://www.tp-link.com/de/privacy"
"EmailItem","feedback.ru@tp-link.com","https://www.tp-link.com/ru/privacy"
"EmailItem","privacy@mentalfloss.com","http://mentalfloss.com/privacy-policy"
"EmailItem","privacy@mentalfloss.com","http://mentalfloss.com/privacy-policy"
"EmailItem","compliance@nudevista.com","https://www.nudevista.com/privacy-policy/"
"EmailItem","support@jobvite.com","https://www.jobvite.com/privacy-policy/"
"EmailItem","admin@jobvite.com","https://www.jobvite.com/privacy-policy/"
"EmailItem","privacy@jobvite-inc.com","https://www.jobvite.com/privacy-policy/"
"EmailItem","privacy@masschallenge.org","https://www.jobvite.com/privacy-policy/"
"EmailItem","privacy@jobvite.com","https://www.jobvite.com/privacy-policy/"
"EmailItem","privacy@asu.edu","https://www.asu.edu/privacy/"
"EmailItem","hresc@asu.edu","https://www.asu.edu/privacy/"
"EmailItem","uk-privacy@theconversation.com","http://theconversation.com/uk/privacy-policy"
"EmailItem","compliance@fineco.it","https://finecobank.com/it/online/popup/privacy/"
"EmailItem","privacy@finecobank.com","https://finecobank.com/it/online/popup/privacy/"
"EmailItem","finecobankspa.pec@actaliscertymail.it","https://finecobank.com/it/online/popup/privacy/"
"EmailItem","contactus@shine.com","https://www.shine.com/privacypolicy/"
"EmailItem","compliance@fineco.it","https://finecobank.com/it/online/popup/privacy-prospect/"
"EmailItem","privacy@finecobank.com","https://finecobank.com/it/online/popup/privacy-prospect/"
"EmailItem","finecobankspa.pec@actaliscertymail.it","https://finecobank.com/it/online/popup/privacy-prospect/"
"EmailItem","legal@rome2rio.com","https://www.rome2rio.com/privacy-policy/"
"EmailItem","legal@rome2rio.com","https://www.rome2rio.com/privacy-policy/"
"EmailItem","privacy@eclipse.org","http://www.eclipse.org/legal/privacy.php"
"EmailItem","privacy@eclipse.org","https://blogs.eclipse.org/post/thabang-mashologu/updates-our-privacy-policy"
"EmailItem","security@bestbuycanada.ca","https://www.bestbuy.ca/en-CA/help/privacy-policy/hc1139.aspx?NVID=footer&en=&legal=&safe+shopping="
"EmailItem","privacy@eclipse.org","https://www.eclipse.org/legal/privacy.php"
"EmailItem","security@bestbuycanada.ca","https://www.bestbuy.ca/en-CA/help/privacy-policy/hc1139.aspx?NVID=footer&en=&legal=&privacy="
"EmailItem","support@extremetube.com","https://www.extremetube.com/information?page=privacy"
"EmailItem","privacy@auth0.com","https://auth0.com/privacy"
"EmailItem","compliance@auth0.com","https://auth0.com/privacy"
"EmailItem","4703f7b62d4c4cf1978569e6dc9b5da8@sentry.io","https://auth0.com/privacy"
"EmailItem","contact@solvetube.com","http://solvettube.com/privacy-policy/"
"EmailItem","redactie@2dehands.be","http://help.2dehands.be/HelpContentList?cate=Privacy_be&tab=Veiligheid_be"
"EmailItem","customerservice@canadiantire.ca","http://www.canadiantire.ca/en/customer-service/policies.html"
"EmailItem","customerservice@cantire.com","http://www.canadiantire.ca/en/customer-service/policies.html"
"EmailItem","privacyoffice@cantire.com","http://www.canadiantire.ca/en/customer-service/policies.html"
"EmailItem","privacyinquiries@ctfs.com","http://www.canadiantire.ca/en/customer-service/policies.html"
"EmailItem","sales@betradar.com","https://betradar.com/about-us/privacy/"
"EmailItem","sales@betradar.com","https://betradar.com/about-us/privacy/"
"EmailItem","info@betradar.com","https://betradar.com/about-us/privacy/"
"EmailItem","privacy@sportradar.com","https://betradar.com/about-us/privacy/"
"EmailItem","info@betradar.com","https://betradar.com/about-us/privacy/"
"EmailItem","clientsupport@careerbuilder.com","https://hiring.careerbuilder.com/company/privacy-policy"
"EmailItem","eucomplaints@careerbuilder.com","https://hiring.careerbuilder.com/company/privacy-policy"
"EmailItem","username@example.com","https://hiring.careerbuilder.com/company/privacy-policy"
"EmailItem","support@themeetgroup.com.","http://www.hi5.com/terms_of_service.html"
"EmailItem","parentcare@hi5.com","http://www.hi5.com/terms_of_service.html"
"EmailItem","copyright@themeetgroup.com","http://www.hi5.com/terms_of_service.html"
"EmailItem","support@themeetgroup.com","http://www.hi5.com/terms_of_service.html"
"EmailItem","policyhelp@iacpublishing.com","https://www.smarter.com/privacy-policy"
"EmailItem","privacy@ask.co.uk","https://www.smarter.com/privacy-policy"
"EmailItem","privacy@iacpublishing.com","https://www.smarter.com/privacy-policy"
"EmailItem","privacyhelp@iacpublishing.com","https://www.smarter.com/privacy-policy"
"EmailItem","dataprotectionoffice@iacpublishing.com","https://www.smarter.com/privacy-policy"
"EmailItem","privacy@insider-inc.com","http://www.businessinsider.com/privacy-policy"
"EmailItem","privacy@insider-inc.com","http://www.businessinsider.com/privacy-policy"
"EmailItem","privacy@shipstation.com","https://www.shipstation.com/privacy-policy/"
"EmailItem","support@shipstation.com","https://www.shipstation.com/privacy-policy/"
"EmailItem","support@shipstation.com","https://www.shipstation.com/privacy-policy/"
"EmailItem","support@shipstation.com","https://www.shipstation.com/privacy-policy/"
"EmailItem","support@toggl.com","https://toggl.com/legal/privacy/"
"EmailItem","info@aki.ee","https://toggl.com/legal/privacy/"
"EmailItem","shinsegaemall@shinsegae.com","https://member.ssg.com/comm/privacy/intgInfo.ssg"
"EmailItem","emart@emartmall.com","https://member.ssg.com/comm/privacy/intgInfo.ssg"
"EmailItem","eprivacy@ssg.com","https://member.ssg.com/comm/privacy/intgInfo.ssg"
"EmailItem","hindawi@hindawi.com","https://www.hindawi.com/privacy/"
"EmailItem","privacy@saramin.co.kr","http://www.saramin.co.kr/zf_user/help/privacy"
"EmailItem","help@saramin.co.kr","http://www.saramin.co.kr/zf_user/help/privacy"
"EmailItem","en_dataprotection@trip.com","https://pages.trip.com/service-guideline/privacy-policy-en-us.html"
"EmailItem","data.protection@brother.co.jp","http://www.brother.com/privacy/index.htm"
"EmailItem","urgent@clever.com","https://clever.com/about/privacy-policy"
"EmailItem","gdprcontact@polarity.com.cy","http://hemailaccessonline.com/Privacy"
"EmailItem","support@polarity.com.cy","http://hemailaccessonline.com/Privacy"
"EmailItem","commissioner@dataprotection.gov.cy","http://hemailaccessonline.com/Privacy"
"EmailItem","privacy@pipedrive.com","https://www.pipedrive.com/en/privacy"
"EmailItem","dpo@pipedrive.com","https://www.pipedrive.com/en/privacy"
"EmailItem","gadgetsnow.grievance@timesinternet.in","https://www.gadgetsnow.com/privacypolicy"
"EmailItem","mail@shikimori.org","https://shikimori.org/privacy"
"EmailItem","phonearena@phonearena.com","https://www.phonearena.com/privacy"
"EmailItem","corelar@iqbackoffice.com","http://www.winzip.com/win/en/privacy.html"
"EmailItem","privacy@corel.com","http://www.winzip.com/win/en/privacy.html"
"EmailItem","support@bravotube.net","https://www.bravotube.net/privacy.php"
"EmailItem","unsubscribe@bravotube.net","https://www.bravotube.net/privacy.php"
"EmailItem","support@nexusmods.com","https://help.nexusmods.com/article/20-privacy-policy"
"EmailItem","support@nexusmods.com","https://help.nexusmods.com/article/20-privacy-policy"
"EmailItem","privacy@fantasti.cc","http://fantasti.cc/privacy/"
"EmailItem","info@fantasti.cc","http://fantasti.cc/privacy/"
"EmailItem","partners@fantasti.cc","http://fantasti.cc/privacy/"
"EmailItem","sales@deepl.com","https://www.deepl.com/pro.html"
"EmailItem","privacy@qoo10.com","https://www.qoo10.sg/gmkt.inc/Company/PrivacyPolicy.aspx"
"EmailItem","qoo10@qoo10.sg","https://www.qoo10.sg/gmkt.inc/Company/PrivacyPolicy.aspx"
"EmailItem","privacy@aamc.org","https://www.aamc.org/44866/privacy.html"
"EmailItem","webmaster@sciam.com","https://www.scientificamerican.com/page/privacy-policy/"
"EmailItem","sadigital@sciam.com","https://www.scientificamerican.com/page/privacy-policy/"
"EmailItem","customerservice@homeadvisor.com","https://www.homeadvisor.com/rfs/aboutus/privacyPolicy.jsp"
"EmailItem","conscustomerservice@homeadvisor.com","https://www.homeadvisor.com/rfs/aboutus/privacyPolicy.jsp"
"EmailItem","privacyofficer@homeadvisor.com","https://www.homeadvisor.com/rfs/aboutus/privacyPolicy.jsp"
"EmailItem","sb27request@homeadvisor.com","https://www.homeadvisor.com/rfs/aboutus/privacyPolicy.jsp"
"EmailItem","optoutdirectmail@homeadvisor.com","https://www.homeadvisor.com/rfs/aboutus/privacyPolicy.jsp"
"EmailItem","dpa@zamzar.com","https://www.zamzar.com/privacy.php"
"EmailItem","info@zamzar.com","https://www.zamzar.com/privacy.php"
"EmailItem","casework@ico.org.uk","https://www.zamzar.com/privacy.php"
"EmailItem","unsubscribe@nonno.hk","http://nonno.hk/etc/privacy.php"
"EmailItem","inquiry@nonno.hk","http://nonno.hk/etc/privacy.php"
"EmailItem","spam@ebay.com","https://pages.ebay.ie/help/policies/privacy-policy.html"
"EmailItem","spoof@ebay.co.uk","https://pages.ebay.ie/help/policies/privacy-policy.html"
"EmailItem","spoof@ebay.com","https://pages.ebay.ie/help/policies/privacy-policy.html"
"EmailItem","support@16personalities.com","https://www.16personalities.com/terms/privacy"
"EmailItem","privacy@cision.com","https://www.prnewswire.com/privacy-policy.html"
"EmailItem","privacy@prnewswire.com","https://www.prnewswire.com/privacy-policy.html"
"EmailItem","20privacy@cision.com","https://www.prnewswire.com/privacy-policy.html"
"EmailItem","privacy@cision.com","https://www.prnewswire.com/privacy-policy.html"
"EmailItem","privacyoffice@oanda.com","https://www.oanda.com/resources/legal/united-states/legal/privacy"
"EmailItem","legal@adweek.com","https://www.adweek.com/privacy-policy/"
"EmailItem","legal@adweek.com","https://www.adweek.com/privacy-policy/"
"EmailItem","legal@adweek.com","https://www.adweek.com/privacy-policy/"
"EmailItem","legal@adweek.com","https://www.adweek.com/privacy-policy/"
"EmailItem","support@drivereasy.com","https://www.drivereasy.com/privacy-policy/"
"EmailItem","service@anthropologie.com","https://www.anthropologie.com/help/privacy-policy"
"EmailItem","489d10294c4149559793d47cfaa9aa45@sentry.io","https://www.anthropologie.com/help/privacy-policy"
"EmailItem","admin@cricketaddictor.com","https://cricketaddictor.com/online-privacy-policy/"
"EmailItem","atadmin@cricketaddictor.com","https://cricketaddictor.com/online-privacy-policy/"
"EmailItem","admin@cricketaddictor.com","https://cricketaddictor.com/online-privacy-policy/"
"EmailItem","privacy@sbs.com.au","https://www.sbs.com.au/privacy-policy"
"EmailItem","service@mbalib.com","http://mbalib.com/privacy/"
"EmailItem","support@4kdownload.com","https://www.4kdownload.com/privacy"
"EmailItem","support@payu.in","https://consumers.citruspay.com/citrus-privacypolicy/"
"EmailItem","support@citruspay.com","https://consumers.citruspay.com/citrus-privacypolicy/"
"EmailItem","trademarkassistancecenter@uspto.gov","https://www.uspto.gov/privacy-policy"
"EmailItem","webmaster@uspto.gov","https://www.uspto.gov/privacy-policy"
"EmailItem","privacy@sc.com","https://www.sc.com/en/privacy-policy/"
"EmailItem","operations@mapsofindia.com","https://www.mapsofindia.com/privacy-policy/"
"EmailItem","support@mydirtyhobby.com","https://www.mydirtyhobby.com/legal/privacy"
"EmailItem","privacy@mydirtyhobby.com","https://www.mydirtyhobby.com/legal/privacy"
"EmailItem","info@spilgames.com","http://www.juegos.com/privacy-policy-kids"
"EmailItem","compliance@intercom.com","https://www.intercom.com/terms-and-policies"
"EmailItem","-and-team@intercom.com","https://www.intercom.com/terms-and-policies"
"EmailItem","team@intercom.io","https://www.intercom.com/terms-and-policies"
"EmailItem","legal@intercom.io","https://www.intercom.com/terms-and-policies"
"EmailItem","team@intercom.com","https://www.intercom.com/terms-and-policies"
"EmailItem","97a8d01dba024ca7b17777d0c85f1168@sentry.io","https://www.intercom.com/terms-and-policies"
"EmailItem","team@intercom.com","https://www.intercom.com/terms-and-policies"
"EmailItem","dataprotectionofficer@hostelworld.com","https://www.hostelworld.com/securityprivacy.php"
"EmailItem","legal@ubnt.com","https://www.ubnt.com/legal/privacypolicy/"
"EmailItem","support@cryptotab.net","https://cryptotab.net/en/privacy/"
"EmailItem","ino@freepik.com","https://www.freepik.es/privacy_policy"
"EmailItem","support@freepik.com","https://www.freepik.es/privacy_policy"
"EmailItem","rpd@freepik.com","https://www.freepik.es/privacy_policy"
"EmailItem","info@freepik.com","https://www.freepik.es/privacy_policy"
"EmailItem","privacy@classdojo.com","https://www.classdojo.com/privacy/"
"EmailItem","privacy@classdojo.com","https://www.classdojo.com/privacy/"
"EmailItem","dmca@loverslab.com","https://www.loverslab.com/privacy/"
"EmailItem","v@2.1.2","http://www.trust.org/privacy-and-cookies/"
"EmailItem","foundation@thomsonreuters.com","http://www.trust.org/privacy-and-cookies/"
"EmailItem","foundation@thomsonreuters.com","http://www.trust.org/privacy-and-cookies/"
"EmailItem","mediacustomerservices@performgroup.com","https://www.soccerway.com/privacy_policy/"
"EmailItem","mediacustomerservices@performgroup.com","https://www.soccerway.com/privacy_policy/"
"EmailItem","legal@zenmate.com","http://zenmate.com/privacy-policy/"
"EmailItem","support@zenguard.org","http://zenmate.com/privacy-policy/"
"EmailItem","privacy@inmotionhosting.com","https://www.inmotionhosting.com/privacy-policy"
"EmailItem","support@trustnav.com","https://www.trustnav.com/privacy/"
"EmailItem","support@livechatinc.com","https://www.livechatinc.com/privacy-policy/"
"EmailItem","support@livechatinc.com","https://www.livechatinc.com/privacy-policy/"
"EmailItem","20privacy@mrporter.com","https://www.mrporter.com/Help/PrivacyPolicy"
"EmailItem","query.dpo@ynap.com","https://www.mrporter.com/Help/PrivacyPolicy"
"EmailItem","privacy@mrporter.com","https://www.mrporter.com/Help/PrivacyPolicy"
"EmailItem","feedback@sacbee.com","http://www.sacbee.com/site-services/privacy-policy/"
"EmailItem","commission@privacycommission.be","https://www.image-line.com/legal/privacy+&+cookies/"
"EmailItem","info@image-line.com","https://www.image-line.com/legal/privacy+&+cookies/"
"EmailItem","webmaster@image-line.com","https://www.image-line.com/legal/privacy+&+cookies/"
"EmailItem","customerservice@uptodate.com","https://www.uptodate.com/de/home/privacy-policy"
"EmailItem","ddanzi.master@gmail.com","http://www.ddanzi.com/Privacy"
"EmailItem","dr.wakinalovetemple@gmail.com","https://www.laptopmag.com/articles/new-safari-privacy-protections"
"EmailItem","customerservice@uptodate.com","https://www.uptodate.com/home/privacy-policy"
"EmailItem","privacy@viacom.com","http://www.cc.com/legal/privacy-policy"
"EmailItem","ap@linkfire.com","https://lnk.to/privacy"
"EmailItem","info@seemorgh.com","http://seemorgh.com/p/privacy-policy/"
